"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000017084","BUD31","ENSG00000106245","BUD31","ortholog_one2one"
"ENSDARG00000017086","ASB12A","ENSG00000198881","ASB12","ortholog_one2many"
"ENSDARG00000017093","EMC8","ENSG00000131148","EMC8","ortholog_one2one"
"ENSDARG00000017105","VASPB","ENSG00000125753","VASP","ortholog_one2many"
"ENSDARG00000017107","NR2E1","ENSG00000112333","NR2E1","ortholog_one2one"
"ENSDARG00000017108","KCNA1B","ENSG00000111262","KCNA1","ortholog_one2many"
"ENSDARG00000017111","FAM8A1A","ENSG00000137414","FAM8A1","ortholog_one2many"
"ENSDARG00000017115","KCTD10","ENSG00000110906","KCTD10","ortholog_one2one"
"ENSDARG00000017119","VPS37A","ENSG00000155975","VPS37A","ortholog_one2one"
"ENSDARG00000017121","MAFBA","ENSG00000204103","MAFB","ortholog_one2one"
"ENSDARG00000017126","ILVBL","ENSG00000105135","ILVBL","ortholog_one2one"
"ENSDARG00000017127","PDZK1IP1","ENSG00000162366","PDZK1IP1","ortholog_one2one"
"ENSDARG00000017128","MYOFL","ENSG00000138119","MYOF","ortholog_one2many"
"ENSDARG00000017140","ZGC:63587","ENSG00000154997","SEPTIN14","ortholog_many2many"
"ENSDARG00000017141","PLA2G4AB","ENSG00000116711","PLA2G4A","ortholog_one2many"
"ENSDARG00000017143","BRD9","ENSG00000028310","BRD9","ortholog_one2one"
"ENSDARG00000017154","CABLES2B","ENSG00000149679","CABLES2","ortholog_one2many"
"ENSDARG00000017155","WNT10A","ENSG00000135925","WNT10A","ortholog_one2one"
"ENSDARG00000017162","KIF3CA","ENSG00000084731","KIF3C","ortholog_one2many"
"ENSDARG00000017165","SLC3A1","ENSG00000138079","SLC3A1","ortholog_one2one"
"ENSDARG00000017168","NR2F1B","ENSG00000175745","NR2F1","ortholog_one2many"
"ENSDARG00000017173","SI:DKEY-29P10.4","ENSG00000146063","TRIM41","ortholog_one2many"
"ENSDARG00000017173","SI:DKEY-29P10.4","ENSG00000183718","TRIM52","ortholog_one2many"
"ENSDARG00000017174","DLX2B","ENSG00000115844","DLX2","ortholog_one2many"
"ENSDARG00000017180","NPC1","ENSG00000141458","NPC1","ortholog_one2one"
"ENSDARG00000017193","CNN1A","ENSG00000130176","CNN1","ortholog_one2many"
"ENSDARG00000017199","ELP2","ENSG00000134759","ELP2","ortholog_one2one"
"ENSDARG00000017211","PLXNB1B","ENSG00000164050","PLXNB1","ortholog_one2many"
"ENSDARG00000017219","PABPC1A","ENSG00000186288","PABPC1L2A","ortholog_many2many"
"ENSDARG00000017219","PABPC1A","ENSG00000184388","PABPC1L2B","ortholog_many2many"
"ENSDARG00000017220","OTUD7B","ENSG00000264522","OTUD7B","ortholog_one2one"
"ENSDARG00000017229","MEGF10","ENSG00000145794","MEGF10","ortholog_one2one"
"ENSDARG00000017230","FBXW11B","ENSG00000072803","FBXW11","ortholog_one2many"
"ENSDARG00000017235","EIF5A","ENSG00000163577","EIF5A2","ortholog_one2many"
"ENSDARG00000017242","GAREM","ENSG00000141441","GAREM1","ortholog_one2one"
"ENSDARG00000017244","CHD6","ENSG00000124177","CHD6","ortholog_one2one"
"ENSDARG00000017254","KCNK1B","ENSG00000135750","KCNK1","ortholog_one2many"
"ENSDARG00000017255","TMED1B","ENSG00000099203","TMED1","ortholog_one2many"
"ENSDARG00000017261","GDPD1","ENSG00000153982","GDPD1","ortholog_one2one"
"ENSDARG00000017266","SCML4","ENSG00000146285","SCML4","ortholog_one2one"
"ENSDARG00000017272","EAPP","ENSG00000129518","EAPP","ortholog_one2one"
"ENSDARG00000017294","GNAI2B","ENSG00000114353","GNAI2","ortholog_one2many"
"ENSDARG00000017299","FABP4A","ENSG00000164687","FABP5","ortholog_many2many"
"ENSDARG00000017299","FABP4A","ENSG00000147588","PMP2","ortholog_many2many"
"ENSDARG00000017299","FABP4A","ENSG00000197416","FABP12","ortholog_many2many"
"ENSDARG00000017299","FABP4A","ENSG00000205186","FABP9","ortholog_many2many"
"ENSDARG00000017311","GPSM2","ENSG00000121957","GPSM2","ortholog_one2one"
"ENSDARG00000017312","LMBRD2B","ENSG00000164187","LMBRD2","ortholog_one2many"
"ENSDARG00000017314","CELA1.6","ENSG00000139610","CELA1","ortholog_one2many"
"ENSDARG00000017315","LARP7","ENSG00000174720","LARP7","ortholog_one2one"
"ENSDARG00000017316","BAG5","ENSG00000166170","BAG5","ortholog_one2one"
"ENSDARG00000017320","F11R.1","ENSG00000158769","F11R","ortholog_one2many"
"ENSDARG00000017321","KDR","ENSG00000128052","KDR","ortholog_one2one"
"ENSDARG00000017329","CDKL1","ENSG00000100490","CDKL1","ortholog_one2one"
"ENSDARG00000017337","C11H6ORF120","ENSG00000185127","C6ORF120","ortholog_one2one"
"ENSDARG00000017338","KIDINS220B","ENSG00000134313","KIDINS220","ortholog_one2many"
"ENSDARG00000017340","UTS2B","ENSG00000049247","UTS2","ortholog_one2many"
"ENSDARG00000017355","RSPH9","ENSG00000172426","RSPH9","ortholog_one2one"
"ENSDARG00000017359","METTL8","ENSG00000123600","METTL8","ortholog_one2one"
"ENSDARG00000017365","SLC23A2","ENSG00000089057","SLC23A2","ortholog_one2one"
"ENSDARG00000017366","PRDM4","ENSG00000110851","PRDM4","ortholog_one2one"
"ENSDARG00000017367","RHBDF1B","ENSG00000007384","RHBDF1","ortholog_one2many"
"ENSDARG00000017369","SEMA3D","ENSG00000153993","SEMA3D","ortholog_one2one"
"ENSDARG00000017385","B9D2","ENSG00000123810","B9D2","ortholog_one2one"
"ENSDARG00000017397","SMARCC1A","ENSG00000173473","SMARCC1","ortholog_one2many"
"ENSDARG00000017398","SLC44A5A","ENSG00000137968","SLC44A5","ortholog_one2many"
"ENSDARG00000017400","KLF1","ENSG00000283039","KLF18","ortholog_many2many"
"ENSDARG00000017400","KLF1","ENSG00000266265","KLF14","ortholog_many2many"
"ENSDARG00000017400","KLF1","ENSG00000171872","KLF17","ortholog_many2many"
"ENSDARG00000017422","APMAP","ENSG00000101474","APMAP","ortholog_one2one"
"ENSDARG00000017423","PATL1","ENSG00000166889","PATL1","ortholog_one2one"
"ENSDARG00000017425","CROCC2","ENSG00000126001","CEP250","ortholog_many2many"
"ENSDARG00000017427","PHF20L1","ENSG00000129292","PHF20L1","ortholog_one2one"
"ENSDARG00000017429","SPHKAP","ENSG00000153820","SPHKAP","ortholog_one2one"
"ENSDARG00000017431","MINDY2","ENSG00000128923","MINDY2","ortholog_one2one"
"ENSDARG00000017439","EIF4BA","ENSG00000063046","EIF4B","ortholog_one2many"
"ENSDARG00000017441","MYLZ3","ENSG00000168530","MYL1","ortholog_one2many"
"ENSDARG00000017444","HAL","ENSG00000084110","HAL","ortholog_one2one"
"ENSDARG00000017445","EIF3I","ENSG00000084623","EIF3I","ortholog_one2one"
"ENSDARG00000017446","CAMK1DB","ENSG00000183049","CAMK1D","ortholog_one2many"
"ENSDARG00000017454","NUP50","ENSG00000093000","NUP50","ortholog_one2one"
"ENSDARG00000017466","NCAM2","ENSG00000154654","NCAM2","ortholog_one2many"
"ENSDARG00000017490","CEL.1","ENSG00000170835","CEL","ortholog_one2many"
"ENSDARG00000017494","TGFBR1A","ENSG00000106799","TGFBR1","ortholog_one2many"
"ENSDARG00000017500","ROCK2A","ENSG00000134318","ROCK2","ortholog_one2many"
"ENSDARG00000017522","CTDP1","ENSG00000060069","CTDP1","ortholog_one2one"
"ENSDARG00000017525","CCNT1","ENSG00000129315","CCNT1","ortholog_one2one"
"ENSDARG00000017532","KIF25","ENSG00000125337","KIF25","ortholog_one2one"
"ENSDARG00000017537","PRKAG3A","ENSG00000115592","PRKAG3","ortholog_one2many"
"ENSDARG00000017562","BANP","ENSG00000172530","BANP","ortholog_one2one"
"ENSDARG00000017565","ITK","ENSG00000113263","ITK","ortholog_one2one"
"ENSDARG00000017569","REEP3A","ENSG00000165476","REEP3","ortholog_one2many"
"ENSDARG00000017571","MCCC2","ENSG00000131844","MCCC2","ortholog_one2one"
"ENSDARG00000017590","NIT2","ENSG00000114021","NIT2","ortholog_one2one"
"ENSDARG00000017591","FAT1A","ENSG00000083857","FAT1","ortholog_one2many"
"ENSDARG00000017595","CCDC6B","ENSG00000108091","CCDC6","ortholog_one2many"
"ENSDARG00000017602","CCNG2","ENSG00000138764","CCNG2","ortholog_one2one"
"ENSDARG00000017605","RPP40","ENSG00000124787","RPP40","ortholog_one2one"
"ENSDARG00000017606","SYS1","ENSG00000204070","SYS1","ortholog_one2one"
"ENSDARG00000017612","PNPO","ENSG00000108439","PNPO","ortholog_one2one"
"ENSDARG00000017615","TLX3B","ENSG00000164438","TLX3","ortholog_one2many"
"ENSDARG00000017617","ALG6","ENSG00000088035","ALG6","ortholog_one2one"
"ENSDARG00000017634","PDCB","ENSG00000116703","PDC","ortholog_one2many"
"ENSDARG00000017636","RNF167","ENSG00000105428","ZNRF4","ortholog_one2one"
"ENSDARG00000017649","CDH7B","ENSG00000081138","CDH7","ortholog_one2many"
"ENSDARG00000017653","RGS13A","ENSG00000127074","RGS13","ortholog_one2many"
"ENSDARG00000017657","ZGC:112163","ENSG00000162757","C1ORF74","ortholog_one2one"
"ENSDARG00000017658","GMPPB","ENSG00000173540","GMPPB","ortholog_one2one"
"ENSDARG00000017659","SEPHS3","ENSG00000179918","SEPHS2","ortholog_one2one"
"ENSDARG00000017661","BRAF","ENSG00000157764","BRAF","ortholog_one2one"
"ENSDARG00000017673","NOVA2","ENSG00000139910","NOVA1","ortholog_one2many"
"ENSDARG00000017675","UTP4","ENSG00000141076","UTP4","ortholog_one2one"
"ENSDARG00000017676","MMP2","ENSG00000087245","MMP2","ortholog_one2one"
"ENSDARG00000017687","DNAJC5GB","ENSG00000163793","DNAJC5G","ortholog_many2many"
"ENSDARG00000017696","UTP25","ENSG00000117597","UTP25","ortholog_one2one"
"ENSDARG00000017703","PAQR3A","ENSG00000163291","PAQR3","ortholog_one2many"
"ENSDARG00000017708","LRRC40","ENSG00000066557","LRRC40","ortholog_one2one"
"ENSDARG00000017710","PPP1R14AB","ENSG00000167641","PPP1R14A","ortholog_one2many"
"ENSDARG00000017720","SI:CH211-106H11.1","ENSG00000171017","LRRC8E","ortholog_one2many"
"ENSDARG00000017728","PHB2B","ENSG00000215021","PHB2","ortholog_one2many"
"ENSDARG00000017739","AK5L","ENSG00000154027","AK5","ortholog_one2one"
"ENSDARG00000017740","SEC63","ENSG00000025796","SEC63","ortholog_one2one"
"ENSDARG00000017741","G3BP1","ENSG00000145907","G3BP1","ortholog_one2one"
"ENSDARG00000017742","GRM6A","ENSG00000113262","GRM6","ortholog_one2many"
"ENSDARG00000017744","SMC2","ENSG00000136824","SMC2","ortholog_one2one"
"ENSDARG00000017748","ARHGAP29B","ENSG00000137962","ARHGAP29","ortholog_one2many"
"ENSDARG00000017757","PIK3CG","ENSG00000105851","PIK3CG","ortholog_one2one"
"ENSDARG00000017762","SRRT","ENSG00000087087","SRRT","ortholog_one2one"
"ENSDARG00000017772","MDH1AA","ENSG00000014641","MDH1","ortholog_one2many"
"ENSDARG00000017773","SLC16A12A","ENSG00000152779","SLC16A12","ortholog_one2many"
"ENSDARG00000017775","ATP5MC3A","ENSG00000154518","ATP5MC3","ortholog_one2one"
"ENSDARG00000017781","HSD17B10","ENSG00000072506","HSD17B10","ortholog_one2one"
"ENSDARG00000017790","CHRNB2","ENSG00000160716","CHRNB2","ortholog_one2many"
"ENSDARG00000017794","SDR16C5B","ENSG00000170786","SDR16C5","ortholog_one2many"
"ENSDARG00000017798","BCOR","ENSG00000183337","BCOR","ortholog_one2one"
"ENSDARG00000017799","TGM1","ENSG00000092295","TGM1","ortholog_one2many"
"ENSDARG00000017803","GSK3BA","ENSG00000082701","GSK3B","ortholog_one2many"
"ENSDARG00000017809","STARD3","ENSG00000131748","STARD3","ortholog_one2one"
"ENSDARG00000017813","PIGS","ENSG00000087111","PIGS","ortholog_one2one"
"ENSDARG00000017821","GATA5","ENSG00000130700","GATA5","ortholog_one2one"
"ENSDARG00000017834","MICALL2B","ENSG00000164877","MICALL2","ortholog_one2many"
"ENSDARG00000017841","CAND1","ENSG00000111530","CAND1","ortholog_one2one"
"ENSDARG00000017842","SYVN1","ENSG00000162298","SYVN1","ortholog_one2one"
"ENSDARG00000017843","SRSF1B","ENSG00000136450","SRSF1","ortholog_one2many"
"ENSDARG00000017844","COPZ1","ENSG00000111481","COPZ1","ortholog_one2one"
"ENSDARG00000017853","PREPL","ENSG00000138078","PREPL","ortholog_one2one"
"ENSDARG00000017874","DNAJC3B","ENSG00000163793","DNAJC5G","ortholog_many2many"
"ENSDARG00000017880","KCNIP3B","ENSG00000115041","KCNIP3","ortholog_one2one"
"ENSDARG00000017884","BGNA","ENSG00000182492","BGN","ortholog_one2many"
"ENSDARG00000017886","ZBTB11","ENSG00000066422","ZBTB11","ortholog_one2one"
"ENSDARG00000017891","TCP1","ENSG00000120438","TCP1","ortholog_one2one"
"ENSDARG00000017901","TLN2A","ENSG00000171914","TLN2","ortholog_one2many"
"ENSDARG00000017905","CASP3A","ENSG00000164305","CASP3","ortholog_one2many"
"ENSDARG00000017910","PDSS1","ENSG00000148459","PDSS1","ortholog_one2one"
"ENSDARG00000017917","HER7","ENSG00000197921","HES5","ortholog_many2many"
"ENSDARG00000017917","HER7","ENSG00000163909","HEYL","ortholog_many2many"
"ENSDARG00000017928","XRCC3","ENSG00000126215","XRCC3","ortholog_one2one"
"ENSDARG00000017929","NCOA2","ENSG00000140396","NCOA2","ortholog_one2one"
"ENSDARG00000017931","INTS6L","ENSG00000165359","INTS6L","ortholog_one2one"
"ENSDARG00000017947","PTK6A","ENSG00000101213","PTK6","ortholog_one2many"
"ENSDARG00000017953","TP73","ENSG00000078900","TP73","ortholog_one2one"
"ENSDARG00000017960","SFXN2","ENSG00000156398","SFXN2","ortholog_one2one"
"ENSDARG00000017982","CYP39A1","ENSG00000146233","CYP39A1","ortholog_one2one"
"ENSDARG00000017983","RSPH14","ENSG00000100218","RSPH14","ortholog_one2one"
"ENSDARG00000017984","ZGC:172106","ENSG00000012124","CD22","ortholog_one2many"
"ENSDARG00000017985","C1H4ORF33","ENSG00000151470","C4ORF33","ortholog_one2one"
"ENSDARG00000017986","VPS13D","ENSG00000048707","VPS13D","ortholog_one2one"
"ENSDARG00000017988","DSE","ENSG00000111817","DSE","ortholog_one2one"
"ENSDARG00000017994","TSSK6","ENSG00000178093","TSSK6","ortholog_one2one"
"ENSDARG00000018000","UBP1","ENSG00000153560","UBP1","ortholog_one2one"
"ENSDARG00000018002","ECI1","ENSG00000167969","ECI1","ortholog_one2one"
"ENSDARG00000018004","NKX2.5","ENSG00000183072","NKX2-5","ortholog_one2one"
"ENSDARG00000018006","VRK1","ENSG00000100749","VRK1","ortholog_one2one"
"ENSDARG00000018008","MDH1B","ENSG00000138400","MDH1B","ortholog_one2one"
"ENSDARG00000018010","CRTAP","ENSG00000170275","CRTAP","ortholog_one2one"
"ENSDARG00000018022","MSH2","ENSG00000095002","MSH2","ortholog_one2one"
"ENSDARG00000018025","TBX2A","ENSG00000121068","TBX2","ortholog_one2many"
"ENSDARG00000018032","SCN8AB","ENSG00000196876","SCN8A","ortholog_one2many"
"ENSDARG00000018040","MSANTD4","ENSG00000170903","MSANTD4","ortholog_one2one"
"ENSDARG00000018049","SF3B2","ENSG00000087365","SF3B2","ortholog_one2one"
"ENSDARG00000018060","PIK3R2","ENSG00000105647","PIK3R2","ortholog_one2one"
"ENSDARG00000018061","NEIL1","ENSG00000140398","NEIL1","ortholog_one2one"
"ENSDARG00000018065","NTM","ENSG00000183067","IGSF5","ortholog_many2many"
"ENSDARG00000018065","NTM","ENSG00000183715","OPCML","ortholog_many2many"
"ENSDARG00000018066","PTCHD1","ENSG00000165186","PTCHD1","ortholog_one2one"
"ENSDARG00000018069","RDH12","ENSG00000072042","RDH11","ortholog_one2one"
"ENSDARG00000018073","MRPS22","ENSG00000175110","MRPS22","ortholog_one2one"
"ENSDARG00000018077","RBP1.1","ENSG00000114115","RBP1","ortholog_one2many"
"ENSDARG00000018096","SCAP","ENSG00000114650","SCAP","ortholog_one2one"
"ENSDARG00000018105","CASQ1B","ENSG00000143318","CASQ1","ortholog_one2many"
"ENSDARG00000018106","EIF2B3","ENSG00000070785","EIF2B3","ortholog_one2one"
"ENSDARG00000018107","RAB3DA","ENSG00000105514","RAB3D","ortholog_one2many"
"ENSDARG00000018109","MAFGA","ENSG00000197063","MAFG","ortholog_one2many"
"ENSDARG00000018110","PAK4","ENSG00000130669","PAK4","ortholog_one2one"
"ENSDARG00000018111","KDM7AA","ENSG00000006459","KDM7A","ortholog_one2many"
"ENSDARG00000018121","CPAP","ENSG00000151849","CPAP","ortholog_one2one"
"ENSDARG00000018124","PSMD3","ENSG00000108344","PSMD3","ortholog_one2one"
"ENSDARG00000018146","GPX1A","ENSG00000211445","GPX3","ortholog_many2many"
"ENSDARG00000018146","GPX1A","ENSG00000224586","GPX5","ortholog_many2many"
"ENSDARG00000018149","SLC38A4","ENSG00000139209","SLC38A4","ortholog_one2one"
"ENSDARG00000018153","NT5C1BA","ENSG00000185013","NT5C1B","ortholog_one2many"
"ENSDARG00000018162","CTNNAL1","ENSG00000119326","CTNNAL1","ortholog_one2one"
"ENSDARG00000018165","DEPDC1A","ENSG00000024526","DEPDC1","ortholog_one2one"
"ENSDARG00000018174","GNAI2A","ENSG00000114353","GNAI2","ortholog_one2many"
"ENSDARG00000018178","PGM2","ENSG00000169299","PGM2","ortholog_one2one"
"ENSDARG00000018179","ACVRL1","ENSG00000139567","ACVRL1","ortholog_many2many"
"ENSDARG00000018181","DNAJC28","ENSG00000177692","DNAJC28","ortholog_one2one"
"ENSDARG00000018190","GET3","ENSG00000198356","GET3","ortholog_one2one"
"ENSDARG00000018192","UBR5","ENSG00000104517","UBR5","ortholog_one2one"
"ENSDARG00000018206","NCK2A","ENSG00000071051","NCK2","ortholog_one2many"
"ENSDARG00000018228","HTR2CL1","ENSG00000147246","HTR2C","ortholog_one2many"
"ENSDARG00000018241","MFAP1","ENSG00000140259","MFAP1","ortholog_one2one"
"ENSDARG00000018257","NCOA1","ENSG00000084676","NCOA1","ortholog_one2one"
"ENSDARG00000018259","ATP1A3A","ENSG00000187527","ATP13A5","ortholog_many2many"
"ENSDARG00000018259","ATP1A3A","ENSG00000157087","ATP2B2","ortholog_many2many"
"ENSDARG00000018259","ATP1A3A","ENSG00000127249","ATP13A4","ortholog_many2many"
"ENSDARG00000018259","ATP1A3A","ENSG00000132681","ATP1A4","ortholog_many2many"
"ENSDARG00000018259","ATP1A3A","ENSG00000064270","ATP2C2","ortholog_many2many"
"ENSDARG00000018260","BMP7A","ENSG00000101144","BMP7","ortholog_one2many"
"ENSDARG00000018263","PDIA2","ENSG00000185615","PDIA2","ortholog_many2many"
"ENSDARG00000018266","MTHFD1A","ENSG00000100714","MTHFD1","ortholog_one2many"
"ENSDARG00000018270","OLFM1A","ENSG00000130558","OLFM1","ortholog_one2many"
"ENSDARG00000018272","WDR33","ENSG00000136709","WDR33","ortholog_one2one"
"ENSDARG00000018281","CFAP161","ENSG00000156206","CFAP161","ortholog_one2one"
"ENSDARG00000018283","CYBA","ENSG00000051523","CYBA","ortholog_one2one"
"ENSDARG00000018285","PDPK1B","ENSG00000140992","PDPK1","ortholog_one2many"
"ENSDARG00000018296","REV1","ENSG00000135945","REV1","ortholog_one2one"
"ENSDARG00000018301","SI:CH73-186J5.2","ENSG00000100867","DHRS2","ortholog_many2many"
"ENSDARG00000018303","ETV4","ENSG00000175832","ETV4","ortholog_one2one"
"ENSDARG00000018312","RELL1","ENSG00000181826","RELL1","ortholog_one2one"
"ENSDARG00000018319","ARGLU1B","ENSG00000134884","ARGLU1","ortholog_one2one"
"ENSDARG00000018321","LBX1A","ENSG00000179528","LBX2","ortholog_many2many"
"ENSDARG00000018321","LBX1A","ENSG00000138136","LBX1","ortholog_many2many"
"ENSDARG00000018325","TAF5","ENSG00000148835","TAF5","ortholog_one2one"
"ENSDARG00000018327","ILLR3","ENSG00000152672","CLEC4F","ortholog_one2many"
"ENSDARG00000018334","RPL35","ENSG00000136942","RPL35","ortholog_one2one"
"ENSDARG00000018342","GGT1B","ENSG00000100121","GGTLC2","ortholog_many2many"
"ENSDARG00000018342","GGT1B","ENSG00000274252","GGTLC3","ortholog_many2many"
"ENSDARG00000018342","GGT1B","ENSG00000100031","GGT1","ortholog_many2many"
"ENSDARG00000018342","GGT1B","ENSG00000149435","GGTLC1","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000109193","SULT1E1","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000197165","SULT1A2","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000196502","SULT1A1","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000261052","SULT1A3","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000213648","SULT1A4","ortholog_many2many"
"ENSDARG00000018361","SULT1ST3","ENSG00000105398","SULT2A1","ortholog_many2many"
"ENSDARG00000018382","PRKCHA","ENSG00000027075","PRKCH","ortholog_one2many"
"ENSDARG00000018383","FRZB","ENSG00000162998","FRZB","ortholog_many2many"
"ENSDARG00000018393","KANK2","ENSG00000197256","KANK2","ortholog_one2one"
"ENSDARG00000018397","HPCA","ENSG00000121905","HPCA","ortholog_one2one"
"ENSDARG00000018423","SULF2A","ENSG00000157399","ARSL","ortholog_many2many"
"ENSDARG00000018423","SULF2A","ENSG00000205667","ARSH","ortholog_many2many"
"ENSDARG00000018423","SULF2A","ENSG00000062096","ARSF","ortholog_many2many"
"ENSDARG00000018426","ALDH7A1","ENSG00000164904","ALDH7A1","ortholog_one2one"
"ENSDARG00000018432","M6PR","ENSG00000003056","M6PR","ortholog_one2one"
"ENSDARG00000018441","HEG1","ENSG00000173706","HEG1","ortholog_one2one"
"ENSDARG00000018460","MBNL2","ENSG00000139793","MBNL2","ortholog_one2one"
"ENSDARG00000018461","ZGC:56095","ENSG00000087086","FTL","ortholog_many2many"
"ENSDARG00000018461","ZGC:56095","ENSG00000181867","FTMT","ortholog_many2many"
"ENSDARG00000018461","ZGC:56095","ENSG00000132446","FTHL17","ortholog_many2many"
"ENSDARG00000018476","PAK2B","ENSG00000180370","PAK2","ortholog_one2many"
"ENSDARG00000018478","AGXTB","ENSG00000172482","AGXT","ortholog_one2many"
"ENSDARG00000018491","PDIA4","ENSG00000155660","PDIA4","ortholog_one2one"
"ENSDARG00000018492","ZNF503","ENSG00000165655","ZNF503","ortholog_one2one"
"ENSDARG00000018494","SMN1","ENSG00000205571","SMN2","ortholog_one2many"
"ENSDARG00000018494","SMN1","ENSG00000172062","SMN1","ortholog_one2many"
"ENSDARG00000018508","ZDHHC8B","ENSG00000099904","ZDHHC8","ortholog_one2one"
"ENSDARG00000018516","STK38B","ENSG00000112079","STK38","ortholog_one2many"
"ENSDARG00000018524","MIDN","ENSG00000167470","MIDN","ortholog_one2one"
"ENSDARG00000018529","LIPF","ENSG00000107798","LIPA","ortholog_one2one"
"ENSDARG00000018530","MAPKAPK2B","ENSG00000162889","MAPKAPK2","ortholog_one2many"
"ENSDARG00000018534","SLC6A9","ENSG00000196517","SLC6A9","ortholog_one2one"
"ENSDARG00000018542","HAPLN4","ENSG00000187664","HAPLN4","ortholog_one2one"
