Key	Ligand	Receptor
CD86_CD28	CD86	CD28
CD86_CTLA4	CD86	CTLA4
CD96_NECTIN1	CD96	NECTIN1
CD96_PVR	CD96	PVR
CD99_PILRA	CD99	PILRA
CD99_CD99	CD99	CD99
CD99_CD99L2	CD99	CD99L2
CDH15_CDH15	CDH15	CDH15
CDH4_CDH4	CDH4	CDH4
CDH2_CDH2	CDH2	CDH2
CDH1_CDH1	CDH1	CDH1
CDH1_ITGA2	CDH1	ITGA2
CDH1_ITGB1	CDH1	ITGB1
CDH5_CDH5	CDH5	CDH5
CD1D_CEACAM5	CD1D	CEACAM5
CD209_CEACAM1	CD209	CEACAM1
CD8A_CEACAM5	CD8A	CEACAM5
CEACAM1_CEACAM5	CEACAM1	CEACAM5
SELE_CEACAM1	SELE	CEACAM1
CLDN11_CLDN11	CLDN11	CLDN11
CLEC2D_KLRB1	CLEC2D	KLRB1
CLEC2A_KLRB1	CLEC2A	KLRB1
CLEC2B_KLRB1	CLEC2B	KLRB1
CD69_KLRB1	CD69	KLRB1
CLEC2L_KLRB1	CLEC2L	KLRB1
CLEC1B_KLRB1	CLEC1B	KLRB1
NFASC_CNTN1	NFASC	CNTN1
NFASC_CNTNAP1	NFASC	CNTNAP1
CNTN2_L1CAM	CNTN2	L1CAM
CNTN1_NRCAM	CNTN1	NRCAM
CSPG4_ITGA3	CSPG4	ITGA3
CSPG4_ITGB1	CSPG4	ITGB1
DSC1_DSG1	DSC1	DSG1
DSC1_DSG2	DSC1	DSG2
DSC2_DSG1	DSC2	DSG1
DSC2_DSG2	DSC2	DSG2
DSC3_DSG1	DSC3	DSG1
DSC3_DSG2	DSC3	DSG2
ESAM_ESAM	ESAM	ESAM
GP1BA_ITGAM	GP1BA	ITGAM
GP1BA_ITGB2	GP1BA	ITGB2
ICAM1_SPN	ICAM1	SPN
ICAM5_CD209	ICAM5	CD209
ICOSLG_ICOS	ICOSLG	ICOS
ICOSLG_CD28	ICOSLG	CD28
ICOSLG_CTLA4	ICOSLG	CTLA4
JAM2_ITGA3	JAM2	ITGA3
JAM2_ITGAV	JAM2	ITGAV
JAM3_ITGAM	JAM3	ITGAM
JAM3_ITGB2	JAM3	ITGB2
F11R_ITGAL	F11R	ITGAL
F11R_ITGB2	F11R	ITGB2
JAM2_JAM3	JAM2	JAM3
F11R_F11R	F11R	F11R
JAM2_F11R	JAM2	F11R
JAM2_JAM2	JAM2	JAM2
JAM3_F11R	JAM3	F11R
JAM3_JAM3	JAM3	JAM3
L1CAM_ITGB3	L1CAM	ITGB3
L1CAM_ITGA4	L1CAM	ITGA4
L1CAM_ITGB7	L1CAM	ITGB7
L1CAM_L1CAM	L1CAM	L1CAM
LCK_CD8B	LCK	CD8B
LCK_CD8A	LCK	CD8A
MAG_MAG	MAG	MAG
HLA-A_CD8A	HLA-A	CD8A
HLA-B_CD8A	HLA-B	CD8A
HLA-C_CD8A	HLA-C	CD8A
HLA-E_CD8A	HLA-E	CD8A
HLA-F_CD8A	HLA-F	CD8A
HLA-G_CD8A	HLA-G	CD8A
HLA-A_CD8B	HLA-A	CD8B
HLA-B_CD8B	HLA-B	CD8B
HLA-C_CD8B	HLA-C	CD8B
HLA-E_CD8B	HLA-E	CD8B
HLA-F_CD8B	HLA-F	CD8B
HLA-G_CD8B	HLA-G	CD8B
HLA-A_CD8B2	HLA-A	CD8B2
HLA-B_CD8B2	HLA-B	CD8B2
HLA-C_CD8B2	HLA-C	CD8B2
HLA-E_CD8B2	HLA-E	CD8B2
HLA-F_CD8B2	HLA-F	CD8B2
HLA-G_CD8B2	HLA-G	CD8B2
HLA-C_KIR2DL2	HLA-C	KIR2DL2
HLA-C_KIR2DS1	HLA-C	KIR2DS1
HLA-F_KIR3DL1	HLA-F	KIR3DL1
HLA-F_KIR3DL2	HLA-F	KIR3DL2
HLA-B_KIR3DL2	HLA-B	KIR3DL2
HLA-C_KIR3DL3	HLA-C	KIR3DL3
HLA-F_LILRB1	HLA-F	LILRB1
HLA-E_KLRK1	HLA-E	KLRK1
HLA-F_KIR3DS1	HLA-F	KIR3DS1
HLA-E_KLRC3	HLA-E	KLRC3
RAET1L_KLRK1	RAET1L	KLRK1
RAET1G_KLRK1	RAET1G	KLRK1
HLA-DPA1_CD4	HLA-DPA1	CD4
HLA-DPB1_CD4	HLA-DPB1	CD4
HLA-DQA1_CD4	HLA-DQA1	CD4
HLA-DMA_CD4	HLA-DMA	CD4
HLA-DMB_CD4	HLA-DMB	CD4
HLA-DQA2_CD4	HLA-DQA2	CD4
HLA-DOA_CD4	HLA-DOA	CD4
HLA-DOB_CD4	HLA-DOB	CD4
HLA-DQB1_CD4	HLA-DQB1	CD4
HLA-DRA_CD4	HLA-DRA	CD4
HLA-DRB1_CD4	HLA-DRB1	CD4
HLA-DRB3_CD4	HLA-DRB3	CD4
HLA-DRB4_CD4	HLA-DRB4	CD4
HLA-DRB5_CD4	HLA-DRB5	CD4
MPZ_MPZL1	MPZ	MPZL1
MPZ_MPZ	MPZ	MPZ
MPZL1_MPZL1	MPZL1	MPZL1
NCAM1_NCAM1	NCAM1	NCAM1
NCAM1_NCAM2	NCAM1	NCAM2
NCAM1_L1CAM	NCAM1	L1CAM
NCAM2_L1CAM	NCAM2	L1CAM
NECTIN1_CADM3	NECTIN1	CADM3
NECTIN1_NECTIN4	NECTIN1	NECTIN4
NECTIN3_NECTIN1	NECTIN3	NECTIN1
NECTIN3_NECTIN2	NECTIN3	NECTIN2
NECTIN3_PVR	NECTIN3	PVR
NECTIN3_TIGIT	NECTIN3	TIGIT
NECTIN2_CD226	NECTIN2	CD226
NECTIN2_TIGIT	NECTIN2	TIGIT
NEGR1_NEGR1	NEGR1	NEGR1
LRRC4C_NTNG1	LRRC4C	NTNG1
LRRC4_NTNG2	LRRC4	NTNG2
LRRC4B_PTPRF	LRRC4B	PTPRF
NRXN1_NLGN1	NRXN1	NLGN1
NRXN1_NLGN2	NRXN1	NLGN2
NRXN1_NLGN3	NRXN1	NLGN3
NRXN2_NLGN1	NRXN2	NLGN1
NRXN2_NLGN2	NRXN2	NLGN2
NRXN2_NLGN3	NRXN2	NLGN3
NRXN3_NLGN1	NRXN3	NLGN1
NRXN3_NLGN2	NRXN3	NLGN2
NRXN3_NLGN3	NRXN3	NLGN3
OCLN_OCLN	OCLN	OCLN
CD274_PDCD1	CD274	PDCD1
PDCD1LG2_PDCD1	PDCD1LG2	PDCD1
PECAM1_PECAM1	PECAM1	PECAM1
PTPRM_PTPRM	PTPRM	PTPRM
PVR_CD226	PVR	CD226
PVR_TIGIT	PVR	TIGIT
SELE_CD44	SELE	CD44
SELE_GLG1	SELE	GLG1
SELL_CD34	SELL	CD34
SELL_PODXL	SELL	PODXL
SELL_GLYCAM1	SELL	GLYCAM1
SELL_MADCAM1	SELL	MADCAM1
SEMA4A_PLXNA1	SEMA4A	PLXNA1
SEMA4A_PLXNA2	SEMA4A	PLXNA2
SEMA4A_PLXNA3	SEMA4A	PLXNA3
SEMA4A_PLXNA4	SEMA4A	PLXNA4
SEMA4A_PLXNB1	SEMA4A	PLXNB1
SEMA4A_PLXNB2	SEMA4A	PLXNB2
SEMA4A_PLXNB3	SEMA4A	PLXNB3
SEMA4D_PLXNB3	SEMA4D	PLXNB3
SEMA5A_PLXNA1	SEMA5A	PLXNA1
SEMA5B_PLXNA1	SEMA5B	PLXNA1
SEMA5A_PLXNA3	SEMA5A	PLXNA3
SEMA5B_PLXNA3	SEMA5B	PLXNA3
SEMA6B_PLXNA2	SEMA6B	PLXNA2
SEMA6B_PLXNA4	SEMA6B	PLXNA4
SIGLEC1_SPN	SIGLEC1	SPN
THY1_ITGAM	THY1	ITGAM
THY1_ITGAX	THY1	ITGAX
THY1_ITGAV	THY1	ITGAV
THY1_ITGB3	THY1	ITGB3
ITGA9_VCAM1	ITGA9	VCAM1
ITGB7_VCAM1	ITGB7	VCAM1
VSIR_IGSF11	VSIR	IGSF11
CDH3_CDH3	CDH3	CDH3
CDH12_ITGB1	CDH12	ITGB1
CDH12_ITGA1	CDH12	ITGA1
DSC1_DSG3	DSC1	DSG3
DSC1_DSG4	DSC1	DSG4
DSC2_DSG3	DSC2	DSG3
DSC2_DSG4	DSC2	DSG4
DSC3_DSG3	DSC3	DSG3
DSC3_DSG4	DSC3	DSG4
GJA5_GJA5	GJA5	GJA5
GJA1_GJA5	GJA1	GJA5
GJC1_GJA5	GJC1	GJA5
GJA3_GJA5	GJA3	GJA5
GJA1_GJA1	GJA1	GJA1
GJC1_GJA1	GJC1	GJA1
GJA3_GJA1	GJA3	GJA1
GJC1_GJC1	GJC1	GJC1
GJA3_GJC1	GJA3	GJC1
GJA3_GJA3	GJA3	GJA3
CLDN1_CLDN1	CLDN1	CLDN1
CLDN2_CLDN2	CLDN2	CLDN2
CLDN3_CLDN3	CLDN3	CLDN3
PCDHA10_PCDHA10	PCDHA10	PCDHA10
PCDHA11_PCDHA11	PCDHA11	PCDHA11
PCDHA12_PCDHA12	PCDHA12	PCDHA12
PCDHA13_PCDHA13	PCDHA13	PCDHA13
PCDHA1_PCDHA1	PCDHA1	PCDHA1
PCDHA2_PCDHA2	PCDHA2	PCDHA2
PCDHA3_PCDHA3	PCDHA3	PCDHA3
PCDHA4_PCDHA4	PCDHA4	PCDHA4
PCDHA5_PCDHA5	PCDHA5	PCDHA5
PCDHA6_PCDHA6	PCDHA6	PCDHA6
PCDHA7_PCDHA7	PCDHA7	PCDHA7
PCDHA8_PCDHA8	PCDHA8	PCDHA8
PCDHA9_PCDHA9	PCDHA9	PCDHA9
PCDHAC1_PCDHAC1	PCDHAC1	PCDHAC1
PCDHAC2_PCDHAC2	PCDHAC2	PCDHAC2
PCDHB1_PCDHB1	PCDHB1	PCDHB1
PCDHB10_PCDHB10	PCDHB10	PCDHB10
PCDHB11_PCDHB11	PCDHB11	PCDHB11
PCDHB12_PCDHB12	PCDHB12	PCDHB12
PCDHB13_PCDHB13	PCDHB13	PCDHB13
PCDHB14_PCDHB14	PCDHB14	PCDHB14
PCDHB15_PCDHB15	PCDHB15	PCDHB15
PCDHB16_PCDHB16	PCDHB16	PCDHB16
PCDHB2_PCDHB2	PCDHB2	PCDHB2
PCDHB3_PCDHB3	PCDHB3	PCDHB3
PCDHB4_PCDHB4	PCDHB4	PCDHB4
PCDHB5_PCDHB5	PCDHB5	PCDHB5
PCDHB6_PCDHB6	PCDHB6	PCDHB6
PCDHB7_PCDHB7	PCDHB7	PCDHB7
PCDHB8_PCDHB8	PCDHB8	PCDHB8
PCDHB9_PCDHB9	PCDHB9	PCDHB9
PCDHGA1_PCDHGA1	PCDHGA1	PCDHGA1
PCDHGA10_PCDHGA10	PCDHGA10	PCDHGA10
PCDHGA11_PCDHGA11	PCDHGA11	PCDHGA11
PCDHGA12_PCDHGA12	PCDHGA12	PCDHGA12
PCDHGA2_PCDHGA2	PCDHGA2	PCDHGA2
PCDHGA3_PCDHGA3	PCDHGA3	PCDHGA3
PCDHGA4_PCDHGA4	PCDHGA4	PCDHGA4
PCDHGA5_PCDHGA5	PCDHGA5	PCDHGA5
PCDHGA6_PCDHGA6	PCDHGA6	PCDHGA6
PCDHGA7_PCDHGA7	PCDHGA7	PCDHGA7
PCDHGA8_PCDHGA8	PCDHGA8	PCDHGA8
PCDHGA9_PCDHGA9	PCDHGA9	PCDHGA9
PCDHGB1_PCDHGB1	PCDHGB1	PCDHGB1
PCDHGB2_PCDHGB2	PCDHGB2	PCDHGB2
PCDHGB3_PCDHGB3	PCDHGB3	PCDHGB3
PCDHGB4_PCDHGB4	PCDHGB4	PCDHGB4
PCDHGB5_PCDHGB5	PCDHGB5	PCDHGB5
PCDHGB6_PCDHGB6	PCDHGB6	PCDHGB6
PCDHGB7_PCDHGB7	PCDHGB7	PCDHGB7
PCDHGC3_PCDHGC3	PCDHGC3	PCDHGC3
PCDHGC4_PCDHGC4	PCDHGC4	PCDHGC4
PCDHGC5_PCDHGC5	PCDHGC5	PCDHGC5
KLK6_F2R	KLK6	F2R
KLK6_F2RL1	KLK6	F2RL1
KLK5_F2RL1	KLK5	F2RL1
KLK4_F2R	KLK4	F2R
KLK1_F2R	KLK1	F2R
KLK2_F2R	KLK2	F2R
KLK14_F2R	KLK14	F2R
KLK4_F2RL1	KLK4	F2RL1
KLK2_F2RL1	KLK2	F2RL1
KLK14_F2RL1	KLK14	F2RL1
KLK7_F2RL1	KLK7	F2RL1
KLK8_F2R	KLK8	F2R
PROC_HSP90AA1	PROC	HSP90AA1
PROC_F2R	PROC	F2R
SLC10A4_CHRNE	SLC10A4	CHRNE
SLC10A4_CHRNG	SLC10A4	CHRNG
SLC10A4_CHRNA3	SLC10A4	CHRNA3
SLC10A4_CHRNB4	SLC10A4	CHRNB4
SLC10A4_CHRNA4	SLC10A4	CHRNA4
SLC10A4_CHRNB2	SLC10A4	CHRNB2
SLC10A4_CHRNA7	SLC10A4	CHRNA7
SLC18A3_CHRNE	SLC18A3	CHRNE
SLC18A3_CHRNG	SLC18A3	CHRNG
SLC18A3_CHRNA3	SLC18A3	CHRNA3
SLC18A3_CHRNB4	SLC18A3	CHRNB4
SLC18A3_CHRNA4	SLC18A3	CHRNA4
SLC18A3_CHRNB2	SLC18A3	CHRNB2
SLC18A3_CHRNA7	SLC18A3	CHRNA7
SLC5A7_CHRNE	SLC5A7	CHRNE
SLC5A7_CHRNG	SLC5A7	CHRNG
SLC5A7_CHRNA4	SLC5A7	CHRNA4
SLC5A7_CHRNB2	SLC5A7	CHRNB2
SLC5A7_CHRNA7	SLC5A7	CHRNA7
SDC1_ADGRA2	SDC1	ADGRA2
SDC2_ADGRA2	SDC2	ADGRA2
ITGAV_ADGRA2	ITGAV	ADGRA2
ITGB3_ADGRA2	ITGB3	ADGRA2
TAX1BP3_ADGRB1	TAX1BP3	ADGRB1
RTN4R_ADGRB1	RTN4R	ADGRB1
ITGAV_ADGRB1	ITGAV	ADGRB1
ITGB5_ADGRB1	ITGB5	ADGRB1
TAX1BP3_ADGRB2	TAX1BP3	ADGRB2
C1QL1_ADGRB3	C1QL1	ADGRB3
C1QL2_ADGRB3	C1QL2	ADGRB3
C1QL3_ADGRB3	C1QL3	ADGRB3
C1QL4_ADGRB3	C1QL4	ADGRB3
THY1_ADGRE2	THY1	ADGRE2
ITGB1_ADGRE2	ITGB1	ADGRE2
ITGB3_ADGRE2	ITGB3	ADGRE2
CD55_ADGRE5	CD55	ADGRE5
LPAR1_ADGRE5	LPAR1	ADGRE5
LPAR2_ADGRE5	LPAR2	ADGRE5
LPAR3_ADGRE5	LPAR3	ADGRE5
THY1_ADGRE5	THY1	ADGRE5
ITGB1_ADGRE5	ITGB1	ADGRE5
ITGB3_ADGRE5	ITGB3	ADGRE5
SFTPD_ADGRE5	SFTPD	ADGRE5
COL3A1_ADGRG1	COL3A1	ADGRG1
GAST_ADGRG1	GAST	ADGRG1
TGM2_ADGRG1	TGM2	ADGRG1
COL4A1_ADGRG6	COL4A1	ADGRG6
COL4A2_ADGRG6	COL4A2	ADGRG6
COL4A3_ADGRG6	COL4A3	ADGRG6
COL4A4_ADGRG6	COL4A4	ADGRG6
COL4A5_ADGRG6	COL4A5	ADGRG6
COL4A6_ADGRG6	COL4A6	ADGRG6
LAMA2_ADGRG6	LAMA2	ADGRG6
PRNP_ADGRG6	PRNP	ADGRG6
FLRT2_ADGRL1	FLRT2	ADGRL1
NRXN1_ADGRL1	NRXN1	ADGRL1
NRXN2_ADGRL1	NRXN2	ADGRL1
NRXN3_ADGRL1	NRXN3	ADGRL1
TENM1_ADGRL1	TENM1	ADGRL1
TENM3_ADGRL1	TENM3	ADGRL1
FLRT1_ADGRL2	FLRT1	ADGRL2
FLRT2_ADGRL2	FLRT2	ADGRL2
TENM1_ADGRL2	TENM1	ADGRL2
TENM3_ADGRL2	TENM3	ADGRL2
TENM4_ADGRL2	TENM4	ADGRL2
FLRT2_ADGRL3	FLRT2	ADGRL3
TENM1_ADGRL3	TENM1	ADGRL3
TENM2_ADGRL3	TENM2	ADGRL3
TENM4_ADGRL3	TENM4	ADGRL3
UNC5A_ADGRL3	UNC5A	ADGRL3
FLRT1_FLRT1	FLRT1	FLRT1
FLRT2_FLRT2	FLRT2	FLRT2
FLRT3_FLRT3	FLRT3	FLRT3
FLRT1_UNC5A	FLRT1	UNC5A
FLRT2_UNC5A	FLRT2	UNC5A
FLRT3_UNC5A	FLRT3	UNC5A
FLRT1_UNC5B	FLRT1	UNC5B
FLRT2_UNC5B	FLRT2	UNC5B
FLRT3_UNC5B	FLRT3	UNC5B
FLRT1_UNC5C	FLRT1	UNC5C
FLRT2_UNC5C	FLRT2	UNC5C
FLRT3_UNC5C	FLRT3	UNC5C
FLRT1_UNC5D	FLRT1	UNC5D
FLRT2_UNC5D	FLRT2	UNC5D
FLRT3_UNC5D	FLRT3	UNC5D
SLC29A1_ADORA1	SLC29A1	ADORA1
SLC29A2_ADORA1	SLC29A2	ADORA1
SLC29A3_ADORA1	SLC29A3	ADORA1
SLC29A4_ADORA1	SLC29A4	ADORA1
SLC29A1_ADORA2A	SLC29A1	ADORA2A
SLC29A2_ADORA2A	SLC29A2	ADORA2A
SLC29A3_ADORA2A	SLC29A3	ADORA2A
SLC29A4_ADORA2A	SLC29A4	ADORA2A
SLC29A1_ADORA2B	SLC29A1	ADORA2B
SLC29A2_ADORA2B	SLC29A2	ADORA2B
SLC29A3_ADORA2B	SLC29A3	ADORA2B
SLC29A4_ADORA2B	SLC29A4	ADORA2B
SLC29A1_ADORA3	SLC29A1	ADORA3
SLC29A2_ADORA3	SLC29A2	ADORA3
SLC29A3_ADORA3	SLC29A3	ADORA3
SLC29A4_ADORA3	SLC29A4	ADORA3
SLC6A2_ADRA1A	SLC6A2	ADRA1A
SLC6A2_ADRA1B	SLC6A2	ADRA1B
SLC6A2_ADRA1D	SLC6A2	ADRA1D
SLC6A2_ADRA2A	SLC6A2	ADRA2A
SLC6A2_ADRA2B	SLC6A2	ADRA2B
SLC6A2_ADRA2C	SLC6A2	ADRA2C
SLC6A2_ADRB1	SLC6A2	ADRB1
SLC6A2_ADRB2	SLC6A2	ADRB2
SLC6A2_ADRB3	SLC6A2	ADRB3
SLC10A4_CHRM1	SLC10A4	CHRM1
SLC18A3_CHRM1	SLC18A3	CHRM1
SLC5A7_CHRM1	SLC5A7	CHRM1
SLC10A4_CHRM2	SLC10A4	CHRM2
SLC18A3_CHRM2	SLC18A3	CHRM2
SLC5A7_CHRM2	SLC5A7	CHRM2
SLC10A4_CHRM3	SLC10A4	CHRM3
SLC18A3_CHRM3	SLC18A3	CHRM3
SLC5A7_CHRM3	SLC5A7	CHRM3
SLC10A4_CHRM4	SLC10A4	CHRM4
SLC18A3_CHRM4	SLC18A3	CHRM4
SLC5A7_CHRM4	SLC5A7	CHRM4
SLC10A4_CHRM5	SLC10A4	CHRM5
SLC18A3_CHRM5	SLC18A3	CHRM5
SLC5A7_CHRM5	SLC5A7	CHRM5
NRXN1_CLSTN1	NRXN1	CLSTN1
NRXN2_CLSTN1	NRXN2	CLSTN1
NRXN3_CLSTN1	NRXN3	CLSTN1
NRXN1_CLSTN2	NRXN1	CLSTN2
NRXN2_CLSTN2	NRXN2	CLSTN2
NRXN3_CLSTN2	NRXN3	CLSTN2
NRXN1_CLSTN3	NRXN1	CLSTN3
NRXN2_CLSTN3	NRXN2	CLSTN3
NRXN3_CLSTN3	NRXN3	CLSTN3
ALOX5AP_CYSLTR1	ALOX5AP	CYSLTR1
LTC4S_CYSLTR1	LTC4S	CYSLTR1
ALOX5_CYSLTR1	ALOX5	CYSLTR1
GGT5_CYSLTR1	GGT5	CYSLTR1
GGT1_CYSLTR1	GGT1	CYSLTR1
DPEP1_CYSLTR1	DPEP1	CYSLTR1
DPEP2_CYSLTR1	DPEP2	CYSLTR1
DPEP3_CYSLTR1	DPEP3	CYSLTR1
ALOX5AP_CYSLTR2	ALOX5AP	CYSLTR2
LTC4S_CYSLTR2	LTC4S	CYSLTR2
ALOX5_CYSLTR2	ALOX5	CYSLTR2
GGT5_CYSLTR2	GGT5	CYSLTR2
GGT1_CYSLTR2	GGT1	CYSLTR2
DPEP1_CYSLTR2	DPEP1	CYSLTR2
DPEP2_CYSLTR2	DPEP2	CYSLTR2
DPEP3_CYSLTR2	DPEP3	CYSLTR2
NRXN1_DAG1	NRXN1	DAG1
NRXN2_DAG1	NRXN2	DAG1
SLC18A1_DRD1	SLC18A1	DRD1
SLC18A2_DRD1	SLC18A2	DRD1
SLC6A3_DRD1	SLC6A3	DRD1
SLC18A1_DRD2	SLC18A1	DRD2
SLC18A2_DRD2	SLC18A2	DRD2
SLC6A3_DRD2	SLC6A3	DRD2
SLC18A1_DRD3	SLC18A1	DRD3
SLC18A2_DRD3	SLC18A2	DRD3
SLC6A3_DRD3	SLC6A3	DRD3
SLC18A1_DRD4	SLC18A1	DRD4
SLC18A2_DRD4	SLC18A2	DRD4
SLC6A3_DRD4	SLC6A3	DRD4
SLC18A1_DRD5	SLC18A1	DRD5
SLC18A2_DRD5	SLC18A2	DRD5
SLC6A3_DRD5	SLC6A3	DRD5
TAFA4_FPR1	TAFA4	FPR1
CTSG_FPR1	CTSG	FPR1
ALOX12_FPR2	ALOX12	FPR2
ALOX5AP_FPR2	ALOX5AP	FPR2
LTC4S_FPR2	LTC4S	FPR2
ALOX5_FPR2	ALOX5	FPR2
MT-RNR2_FPR2	MT-RNR2	FPR2
MT-RNR2_FPR3	MT-RNR2	FPR3
NRXN1_GRID2	NRXN1	GRID2
CBLN1_GRID2	CBLN1	GRID2
LRFN4_PTPRD	LRFN4	PTPRD
LRFN4_PTPRF	LRFN4	PTPRF
LRFN4_PTPRS	LRFN4	PTPRS
LRFN5_PTPRD	LRFN5	PTPRD
LRFN5_PTPRF	LRFN5	PTPRF
LRFN5_PTPRS	LRFN5	PTPRS
LRRC4B_PTPRD	LRRC4B	PTPRD
LRRC4B_PTPRS	LRRC4B	PTPRS
LRRC4C_PTPRF	LRRC4C	PTPRF
NRXN1_LRRTM1	NRXN1	LRRTM1
NRXN2_LRRTM1	NRXN2	LRRTM1
NRXN3_LRRTM1	NRXN3	LRRTM1
NRXN1_LRRTM2	NRXN1	LRRTM2
NRXN2_LRRTM2	NRXN2	LRRTM2
NRXN3_LRRTM2	NRXN3	LRRTM2
NRXN1_LRRTM3	NRXN1	LRRTM3
NRXN2_LRRTM3	NRXN2	LRRTM3
NRXN3_LRRTM3	NRXN3	LRRTM3
NRXN1_LRRTM4	NRXN1	LRRTM4
NRXN2_LRRTM4	NRXN2	LRRTM4
NRXN3_LRRTM4	NRXN3	LRRTM4
PTPRS_LRRTM4	PTPRS	LRRTM4
LTA4H_LTB4R	LTA4H	LTB4R
LTA4H_LTB4R2	LTA4H	LTB4R2
PTPRS_NTRK3	PTPRS	NTRK3
PTGDS_PTGDR	PTGDS	PTGDR
PTGDS_PTGDR2	PTGDS	PTGDR2
PTGES_PTGER1	PTGES	PTGER1
PTGES2_PTGER1	PTGES2	PTGER1
PTGES3_PTGER1	PTGES3	PTGER1
PTGES_PTGER2	PTGES	PTGER2
PTGES2_PTGER2	PTGES2	PTGER2
PTGES3_PTGER2	PTGES3	PTGER2
PTGES_PTGER3	PTGES	PTGER3
PTGES2_PTGER3	PTGES2	PTGER3
PTGES3_PTGER3	PTGES3	PTGER3
PTGES_PTGER4	PTGES	PTGER4
PTGES2_PTGER4	PTGES2	PTGER4
PTGES3_PTGER4	PTGES3	PTGER4
AKR1C3_PTGFR	AKR1C3	PTGFR
CBR1_PTGFR	CBR1	PTGFR
PRXL2B_PTGFR	PRXL2B	PTGFR
PTGIS_PTGIR	PTGIS	PTGIR
SLITRK1_PTPRD	SLITRK1	PTPRD
SLITRK1_PTPRS	SLITRK1	PTPRS
SLITRK2_PTPRD	SLITRK2	PTPRD
SLITRK2_PTPRS	SLITRK2	PTPRS
SLITRK3_PTPRD	SLITRK3	PTPRD
SLITRK4_PTPRS	SLITRK4	PTPRS
SLITRK5_PTPRS	SLITRK5	PTPRS
SLITRK6_PTPRS	SLITRK6	PTPRS
TBXAS1_TBXA2R	TBXAS1	TBXA2R
PTGR1_LTB4R	PTGR1	LTB4R
PTGR1_LTB4R2	PTGR1	LTB4R2
CYP11A1_NR1H4	CYP11A1	NR1H4
CYP3A4_NR1H4	CYP3A4	NR1H4
DAGLA_CNR1	DAGLA	CNR1
DAGLA_CNR2	DAGLA	CNR2
DAGLA_GPR55	DAGLA	GPR55
DAGLB_CNR1	DAGLB	CNR1
DAGLB_CNR2	DAGLB	CNR2
DAGLB_GPR55	DAGLB	GPR55
DHRS9_PGR	DHRS9	PGR
APP_SORL1	APP	SORL1
APP_TREM2	APP	TREM2
APP_TYROBP	APP	TYROBP
ADORA3_ENTPD1	ADORA3	ENTPD1
CYP11B2_NR3C1	CYP11B2	NR3C1
CYP11B2_NR3C2	CYP11B2	NR3C2
CYP17A1_AR	CYP17A1	AR
HSD17B6_NR1H4	HSD17B6	NR1H4
APOA1_ABCA1	APOA1	ABCA1
APOA1_AMN	APOA1	AMN
APOA1_CUBN	APOA1	CUBN
APOA1_TREM2	APOA1	TREM2
APOA1_TYROBP	APOA1	TYROBP
APOA2_TREM2	APOA2	TREM2
APOA2_TYROBP	APOA2	TYROBP
APOB_APOBR	APOB	APOBR
APOB_TREM2	APOB	TREM2
APOB_TYROBP	APOB	TYROBP
APOE_TREM2	APOE	TREM2
APOE_TYROBP	APOE	TYROBP
ALDH1A1_RORB	ALDH1A1	RORB
ALDH1A2_RORB	ALDH1A2	RORB
ALDH1A3_RORB	ALDH1A3	RORB
CD160_TNFRSF14	CD160	TNFRSF14
CADM1_NECTIN3	CADM1	NECTIN3
CADM3_CADM1	CADM3	CADM1
CADM3_CADM4	CADM3	CADM4
CADM3_EPB41L1	CADM3	EPB41L1
CADM3_NECTIN3	CADM3	NECTIN3
CYP27B1_VDR	CYP27B1	VDR
CD276_TREML2	CD276	TREML2
CD99_PILRB	CD99	PILRB
CEACAM1_CEACAM6	CEACAM1	CEACAM6
CEACAM1_CEACAM8	CEACAM1	CEACAM8
CEACAM5_CEACAM6	CEACAM5	CEACAM6
CEACAM6_CEACAM6	CEACAM6	CEACAM6
CEACAM8_CEACAM6	CEACAM8	CEACAM6
CEL_RORA	CEL	RORA
CEL_RORC	CEL	RORC
DHCR24_RORA	DHCR24	RORA
DHCR24_RORC	DHCR24	RORC
DHCR7_RORA	DHCR7	RORA
DHCR7_RORC	DHCR7	RORC
LIPA_RORA	LIPA	RORA
LIPA_RORC	LIPA	RORC
CNTN1_NOTCH1	CNTN1	NOTCH1
CNTN1_NOTCH2	CNTN1	NOTCH2
CYP11B1_NR3C1	CYP11B1	NR3C1
CYP11B1_NR3C2	CYP11B1	NR3C2
CRTAM_CADM1	CRTAM	CADM1
UBASH3B_ESR1	UBASH3B	ESR1
UBASH3B_NR1I2	UBASH3B	NR1I2
UBASH3B_PPARA	UBASH3B	PPARA
DHCR7_NR1H2	DHCR7	NR1H2
DHCR7_NR1H3	DHCR7	NR1H3
CYP21A2_NR3C2	CYP21A2	NR3C2
SULT1E1_PPARA	SULT1E1	PPARA
SULT1E1_PPARD	SULT1E1	PPARD
SULT1E1_PPARG	SULT1E1	PPARG
SULT2A1_PPARA	SULT2A1	PPARA
SULT2A1_PPARD	SULT2A1	PPARD
SULT2A1_PPARG	SULT2A1	PPARG
SULT1A1_PPARA	SULT1A1	PPARA
SULT1A1_PPARD	SULT1A1	PPARD
SULT1A1_PPARG	SULT1A1	PPARG
SRD5A1_AR	SRD5A1	AR
SRD5A2_AR	SRD5A2	AR
SRD5A3_AR	SRD5A3	AR
CYP19A1_ESR1	CYP19A1	ESR1
CYP19A1_ESR2	CYP19A1	ESR2
