"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","HPMR.Ligand","HPMR.Receptor","Pair.Source","Pair.Evidence","pathway_name","annotation","match_status"
"IFNA14_IFNAR2","IFNA14",NA,"IFNAR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA16_IFNAR1","IFNA16",NA,"IFNAR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA16_IFNAR2","IFNA16",NA,"IFNAR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA17_IFNAR1","IFNA17",NA,"IFNAR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA17_IFNAR2","IFNA17",NA,"IFNAR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA21_IFNAR1","IFNA21",NA,"IFNAR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNA21_IFNAR2","IFNA21",NA,"IFNAR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-I","Secreted Signaling","added"
"IFNG_IFNGR1","IFNG",NA,"IFNGR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-II","Secreted Signaling","added"
"IFNG_IFNGR2","IFNG",NA,"IFNGR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IFN-II","Secreted Signaling","added"
"TNF_TNFRSF1A","TNF",NA,"TNFRSF1A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TNF","Secreted Signaling","added"
"TNF_TNFRSF1B","TNF",NA,"TNFRSF1B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TNF","Secreted Signaling","added"
"LTA_TNFRSF1A","LTA",NA,"TNFRSF1A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LT","Secreted Signaling","added"
"LTA_TNFRSF1B","LTA",NA,"TNFRSF1B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LT","Secreted Signaling","added"
"LTA_TNFRSF14","LTA",NA,"TNFRSF14",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LT","Secreted Signaling","added"
"LTB_LTBR","LTB",NA,"LTBR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LT","Secreted Signaling","added"
"LTA_LTBR","LTA",NA,"LTBR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LT","Secreted Signaling","added"
"TNFSF14_LTBR","TNFSF14",NA,"LTBR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LIGHT","Secreted Signaling","added"
"TNFSF14_TNFRSF14","TNFSF14",NA,"TNFRSF14",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LIGHT","Secreted Signaling","added"
"FASLG_FAS","FASLG",NA,"FAS",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","FASLG","Secreted Signaling","added"
"TNFSF15_TNFRSF25","TNFSF15",NA,"TNFRSF25",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","VEGI","Secreted Signaling","added"
"TNFSF10_TNFRSF10A","TNFSF10",NA,"TNFRSF10A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TRAIL","Secreted Signaling","added"
"KLK3_NGFR","KLK3",NA,"NGFR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NGF","Secreted Signaling","added"
"TNFSF11_TNFRSF11A","TNFSF11",NA,"TNFRSF11A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","RANKL","Secreted Signaling","added"
"TNFSF11_TNFRSF11B","TNFSF11",NA,"TNFRSF11B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","RANKL","Secreted Signaling","added"
"TNFSF12_TNFRSF12A","TNFSF12",NA,"TNFRSF12A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TWEAK","Secreted Signaling","added"
"CD70_CD27","CD70",NA,"CD27",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD70","Secreted Signaling","added"
"TNFSF8_TNFRSF8","TNFSF8",NA,"TNFRSF8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD30","Secreted Signaling","added"
"TNFSF9_TNFRSF9","TNFSF9",NA,"TNFRSF9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD137","Secreted Signaling","added"
"TNFSF4_TNFRSF4","TNFSF4",NA,"TNFRSF4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OX40","Secreted Signaling","added"
"TNFSF18_TNFRSF18","TNFSF18",NA,"TNFRSF18",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GITRL","Secreted Signaling","added"
"TNFSF13_TNFRSF17","TNFSF13",NA,"TNFRSF17",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","APRIL","Secreted Signaling","added"
"TNFSF13_TNFRSF13B","TNFSF13",NA,"TNFRSF13B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","APRIL","Secreted Signaling","added"
"TNFSF13B_TNFRSF17","TNFSF13B",NA,"TNFRSF17",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","BAFF","Secreted Signaling","added"
"TNFSF13B_TNFRSF13B","TNFSF13B",NA,"TNFRSF13B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","BAFF","Secreted Signaling","added"
"TNFSF13B_TNFRSF13C","TNFSF13B",NA,"TNFRSF13C",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","BAFF","Secreted Signaling","added"
"CD40LG_ITGA2B","CD40LG",NA,"ITGA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"CD40LG_ITGB3","CD40LG",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"CD40LG_ITGA5","CD40LG",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"CD40LG_ITGB1","CD40LG",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"CD40LG_ITGAM","CD40LG",NA,"ITGAM",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"CD40LG_ITGB2","CD40LG",NA,"ITGB2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CD40","Secreted Signaling","added"
"SPP1_CD44","SPP1",NA,"CD44",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGB3","SPP1",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGB5","SPP1",NA,"ITGB5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGB6","SPP1",NA,"ITGB6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGA4","SPP1",NA,"ITGA4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGA9","SPP1",NA,"ITGA9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGA8","SPP1",NA,"ITGA8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"SPP1_ITGA5","SPP1",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SPP1","Secreted Signaling","added"
"ADIPOQ_ADIPOR1","ADIPOQ",NA,"ADIPOR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADIPONECTIN","Secreted Signaling","added"
"ADIPOQ_ADIPOR2","ADIPOQ",NA,"ADIPOR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADIPONECTIN","Secreted Signaling","added"
"RETN_TLR4","RETN",NA,"TLR4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","RESISTIN","Secreted Signaling","added"
"RETN_CAP1","RETN",NA,"CAP1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","RESISTIN","Secreted Signaling","added"
"NAMPT_ITGA5","NAMPT",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","VISFATIN","Secreted Signaling","added"
"NAMPT_ITGB1","NAMPT",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","VISFATIN","Secreted Signaling","added"
"ANGPTL1_ITGB1","ANGPTL1",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL1_ITGA1","ANGPTL1",NA,"ITGA1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL2_ITGA5","ANGPTL2",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL2_ITGB1","ANGPTL2",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL2_TLR4","ANGPTL2",NA,"TLR4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL2_LILRB3","ANGPTL2",NA,"LILRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL1_LILRB3","ANGPTL1",NA,"LILRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL7_LILRB3","ANGPTL7",NA,"LILRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_ITGA5","ANGPTL4",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_ITGB1","ANGPTL4",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_ITGAV","ANGPTL4",NA,"ITGAV",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_ITGB3","ANGPTL4",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_CDH5","ANGPTL4",NA,"CDH5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_CDH11","ANGPTL4",NA,"CDH11",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_SDC1","ANGPTL4",NA,"SDC1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_SDC2","ANGPTL4",NA,"SDC2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_SDC3","ANGPTL4",NA,"SDC3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL4_SDC4","ANGPTL4",NA,"SDC4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL3_ITGAV","ANGPTL3",NA,"ITGAV",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPTL3_ITGB3","ANGPTL3",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPTL","Secreted Signaling","added"
"ANGPT1_TEK","ANGPT1",NA,"TEK",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPT","Secreted Signaling","added"
"ANGPT2_TEK","ANGPT2",NA,"TEK",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPT","Secreted Signaling","added"
"ANGPT2_ITGA5","ANGPT2",NA,"ITGA5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPT","Secreted Signaling","added"
"ANGPT2_ITGB1","ANGPT2",NA,"ITGB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANGPT","Secreted Signaling","added"
"MDK_SDC1","MDK",NA,"SDC1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_SDC2","MDK",NA,"SDC2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_SDC4","MDK",NA,"SDC4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_PTPRZ1","MDK",NA,"PTPRZ1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_ITGA4","MDK",NA,"ITGA4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_ITGA6","MDK",NA,"ITGA6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_LRP1","MDK",NA,"LRP1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_NCL","MDK",NA,"NCL",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"MDK_ALK","MDK",NA,"ALK",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MK","Secreted Signaling","added"
"PTN_PTPRZ1","PTN",NA,"PTPRZ1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_SDC1","PTN",NA,"SDC1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_SDC2","PTN",NA,"SDC2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_SDC3","PTN",NA,"SDC3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_SDC4","PTN",NA,"SDC4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_ITGAV","PTN",NA,"ITGAV",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_ITGB3","PTN",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_NCL","PTN",NA,"NCL",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"PTN_ALK","PTN",NA,"ALK",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTN","Secreted Signaling","added"
"POSTN_ITGB3","POSTN",NA,"ITGB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PERIOSTIN","Secreted Signaling","added"
"POSTN_ITGB5","POSTN",NA,"ITGB5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PERIOSTIN","Secreted Signaling","added"
"AGT_AGTR1","AGT",NA,"AGTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","AGT","Secreted Signaling","added"
"GRP_GRPR","GRP",NA,"GRPR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GPR","Secreted Signaling","added"
"NMB_NMBR","NMB",NA,"NMBR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GPR","Secreted Signaling","added"
"KNG1_BDKRB1","KNG1",NA,"BDKRB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","BRADYKININ","Secreted Signaling","added"
"KNG1_BDKRB2","KNG1",NA,"BDKRB2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","BRADYKININ","Secreted Signaling","added"
"C3_C3AR1","C3",NA,"C3AR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C3_CR2","C3",NA,"CR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C3_ITGAM","C3",NA,"ITGAM",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C3_ITGAX","C3",NA,"ITGAX",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C4A_C3AR1","C4A",NA,"C3AR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C4A_CR2","C4A",NA,"CR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"C5_C5AR1","C5",NA,"C5AR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","COMPLEMENT","Secreted Signaling","added"
"CCK_CCKAR","CCK",NA,"CCKAR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CCK","Secreted Signaling","added"
"CCK_CCKBR","CCK",NA,"CCKBR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CCK","Secreted Signaling","added"
"EDN1_EDNRA","EDN1",NA,"EDNRA",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"EDN2_EDNRA","EDN2",NA,"EDNRA",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"EDN3_EDNRA","EDN3",NA,"EDNRA",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"EDN1_EDNRB","EDN1",NA,"EDNRB",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"EDN2_EDNRB","EDN2",NA,"EDNRB",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"EDN3_EDNRB","EDN3",NA,"EDNRB",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","EDN","Secreted Signaling","added"
"GAL_GALR1","GAL",NA,"GALR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"GAL_GALR2","GAL",NA,"GALR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"GAL_GALR3","GAL",NA,"GALR3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"GALP_GALR1","GALP",NA,"GALR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"GALP_GALR2","GALP",NA,"GALR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"GHRL_GHSR","GHRL",NA,"GHSR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GHRELIN","Secreted Signaling","added"
"KISS1_KISS1R","KISS1",NA,"KISS1R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","KISS1","Secreted Signaling","added"
"POMC_MC1R","POMC",NA,"MC1R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MELANOCORTIN","Secreted Signaling","added"
"POMC_MC2R","POMC",NA,"MC2R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MELANOCORTIN","Secreted Signaling","added"
"POMC_MC3R","POMC",NA,"MC3R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MELANOCORTIN","Secreted Signaling","added"
"POMC_MC4R","POMC",NA,"MC4R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MELANOCORTIN","Secreted Signaling","added"
"POMC_MC5R","POMC",NA,"MC5R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MELANOCORTIN","Secreted Signaling","added"
"NMU_NMUR1","NMU",NA,"NMUR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NMU","Secreted Signaling","added"
"NMU_NMUR2","NMU",NA,"NMUR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NMU","Secreted Signaling","added"
"NMS_NMUR1","NMS",NA,"NMUR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NMU","Secreted Signaling","added"
"NMS_NMUR2","NMS",NA,"NMUR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NMU","Secreted Signaling","added"
"NPFF_NPFFR1","NPFF",NA,"NPFFR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPFF","Secreted Signaling","added"
"NPFF_NPFFR2","NPFF",NA,"NPFFR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPFF","Secreted Signaling","added"
"NPY_NPY1R","NPY",NA,"NPY1R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPY_NPY2R","NPY",NA,"NPY2R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPY_NPY4R","NPY",NA,"NPY4R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPY_NPY5R","NPY",NA,"NPY5R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPY_NPY6R","NPY",NA,"NPY6R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPY_GPR83","NPY",NA,"GPR83",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_NPY1R","PPY",NA,"NPY1R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_NPY2R","PPY",NA,"NPY2R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_NPY4R","PPY",NA,"NPY4R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_NPY5R","PPY",NA,"NPY5R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_NPY6R","PPY",NA,"NPY6R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PPY_GPR83","PPY",NA,"GPR83",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_NPY1R","PYY",NA,"NPY1R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_NPY2R","PYY",NA,"NPY2R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_NPY4R","PYY",NA,"NPY4R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_NPY5R","PYY",NA,"NPY5R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_NPY6R","PYY",NA,"NPY6R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"PYY_GPR83","PYY",NA,"GPR83",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPY","Secreted Signaling","added"
"NPB_NPBWR1","NPB",NA,"NPBWR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPW-B","Secreted Signaling","added"
"NPW_NPBWR1","NPW",NA,"NPBWR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NPW-B","Secreted Signaling","added"
"NTS_NTSR1","NTS",NA,"NTSR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NTS","Secreted Signaling","added"
"NTS_NTSR2","NTS",NA,"NTSR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NTS","Secreted Signaling","added"
"PDYN_OPRD1","PDYN",NA,"OPRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PDYN_OPRK1","PDYN",NA,"OPRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PDYN_OPRL1","PDYN",NA,"OPRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PDYN_OPRM1","PDYN",NA,"OPRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PENK_OPRD1","PENK",NA,"OPRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PENK_OPRK1","PENK",NA,"OPRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PENK_OPRL1","PENK",NA,"OPRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PENK_OPRM1","PENK",NA,"OPRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
